tol%,d%,buy_rsi,trim_rsi,ab200,deep_OS,stop_dd,W1-BEAR,W2-EARLYBULL,W3-MIDCHOP,W4-LATEBULL,W5-FULL,geo_4w,worst_4w,any_liq,max_dd_any%,stops_total
1.0,50,100,0,1.0,0.7,0.25,1.0,1.1040767021393512,1.0,1.0441798156126434,1.1523738167071804,1.0362001119689292,1.0,False,5.043307036625022,0
1.0,50,100,0,1.0,0.7,0.3,1.0,1.1040767021393512,1.0,1.0441798156126434,1.1523738167071804,1.0362001119689292,1.0,False,5.043307036625022,0
1.0,50,100,0,1.0,0.8,0.2,1.0,1.1040767021393512,1.0,1.0441798156126434,1.1523738167071804,1.0362001119689292,1.0,False,5.043307036625022,0
1.0,50,100,0,1.0,0.8,0.25,1.0,1.1040767021393512,1.0,1.0441798156126434,1.1523738167071804,1.0362001119689292,1.0,False,5.043307036625022,0
1.0,50,100,0,1.0,0.8,0.3,1.0,1.1040767021393512,1.0,1.0441798156126434,1.1523738167071804,1.0362001119689292,1.0,False,5.043307036625022,0
1.0,50,100,50,0.95,0.7,0.2,0.9583274445649336,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.0440169461083713,0.9583274445649336,False,7.86944625045185,1
1.0,50,100,50,0.95,0.7,0.25,0.9389098611377453,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.0386878265738018,0.9389098611377453,False,9.736190987619509,1
1.0,50,100,50,0.95,0.7,0.3,0.9318119853121896,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.036719195103238,0.9318119853121896,False,10.418558203504524,1
1.0,50,100,50,0.95,0.8,0.2,0.9583274445649336,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.0440169461083713,0.9583274445649336,False,7.86944625045185,1
1.0,50,100,50,0.95,0.8,0.25,0.9389098611377453,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.0386878265738018,0.9389098611377453,False,9.736190987619509,1
1.0,50,100,50,0.95,0.8,0.3,0.9318119853121896,1.194526663705436,0.9930792486146508,1.0450486563464387,1.2816935164979288,1.036719195103238,0.9318119853121896,False,10.418558203504524,1
1.0,50,100,50,1.0,0.7,0.2,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
1.0,50,100,50,1.0,0.7,0.25,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
1.0,50,100,50,1.0,0.7,0.3,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
1.0,50,100,50,1.0,0.8,0.2,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
1.0,50,100,50,1.0,0.8,0.25,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
1.0,50,100,50,1.0,0.8,0.3,1.0,1.1433766223004804,1.0,1.0450486563464387,1.1939932393499035,1.0455178572263941,1.0,False,5.218789515234034,0
2.0,33,50,0,0.95,0.7,0.2,0.9674589415179495,1.1978928110594562,0.9930792486146508,1.0427071302715856,1.2735474278115615,1.0466444814850662,0.9674589415179495,False,5.470220014486127,2
2.0,33,50,0,0.95,0.7,0.25,0.9591939774749595,1.1978928110594562,0.9930792486146508,1.0427071302715856,1.2735474278115615,1.044401923605545,0.9591939774749595,False,5.470220014486127,2
2.0,33,50,0,0.95,0.7,0.3,0.9554873899429894,1.1978928110594562,0.9930792486146508,1.0427071302715856,1.2735474278115615,1.0433914946318295,0.9554873899429894,False,5.470220014486127,2
